Sentence,Emotion
thật là romantic   mà mà mà ... sao nghĩ tới cảnh động phòng hoa chúc tao thấy nhột nhột lỗ đít 😧😧,-1
per đi coi phim coi   hẹn quài luôn á,-1
bố là số 1 vĩ đại hơn những gì con cần,1
tưởng thế mà ngầu,-1
hôm nay anh xin lỗi em về những việc anh đã làm hôm nay .. anh không thể kiểm soát não anh được nữa rồi 🤫,-1
thế này mà gặp per thì phải chạy phọt dắm ra quần per nhỉ,1
sao nỡ lòng nào khiển trách bác ấy . còn họp kiểm điểm nữa . tội quá .,-1
khổ nhân viên,-1
mới ho mà đã như thế nào thì lấy chồng chắc sống trong bệnh viện cả đời mất thôi,-1
hồi lúc nhà tao nuôi mấy con ngỗng . mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn . thứ ngu như bò 😤😤,-1
thế mà cũng bắt được siêu vãi,1
per ê xem đi phim này lâu rồi nhưng mà hay lắm,1
còn tao thì còn không có nổi 1 người tỏ ra thân thiết quan tâm cơ . _ .,-1
có gặp cũng đéo dám ngẩng đầu lên nhìn,-1
công nhận lãng mạn thật   nhưng tao đang tưởng tượng cái cảnh động phòng   eo ơi ......,-1
ông định làm gì anh vợ tôi ?,0
có đủ mọi gia vị :< em thấy vị đắng của sự chua sót quá nhiều :),-1
thằng chó chết mày quá dã ư,-1
có duyên nhưng không có phận ... người ở lại vẫn luôn là người đau nhất !,-1
per hôm nay c cũng bị giống thằng này này,0
mua thêm vài trăm con cá xấu thả chắc vui hơn,1
:( cầu chúa ơn nhiều ban bình an cho những người kém may mắn như vậy,-1
đéo hề dễ thương khi nó cười với đứa khác :)),-1
dài quá vướn víu,0
nhiều lúc sợ bị pê đi,-1
trượt rồi   còn đâu mà rủ 😞,-1
hình như đây là 3 đứa ranh con củ lồn đó ((:,-1
kiến đỏ thì được   nhưng đây thì lại mấy con kiến hay bò qua cứt .... mấy ổng ăn ngon vãi 😐,-1
azz :3 mặt cưng xĩu,1
lâu lắm đéo được gặp nhện trong wc   quên mất cảm giác nhịn ỉa như nào rồi 😂,-1
cái thứ bán hàng đéo có tâm . rồi mày sẽ ế bánh cho mà xem,-1
ko biết đúng sai như thế nào giờ báo đài ai cũng bênh ông vũ tự nhiên cảm thấy táo xàm vì tiền bất chấp .,-1
gặp tao cũng thế :))),1
cái quá phơi lúa xong mưa   tao đang cười vì bà béo thì phải ngậm mồm .,1
chụp xong về chia tay ráng chịu :))),-1
per huyền thoại   kkkk,1
3 chàng ngốc . top 1imdb phim đáng xem nhất mọi thời đại,1
giống con nít quá ba :))),-1
đúng là thằng admin khùng,-1
ngày xưa toàn bị mẹ đánh bằng dây điện   vụt phát nào ứa máu phát đấy . giờ nghĩ lại tự nhiên lại thấy hay   vì ngày xưa mẹ nghiêm khắc như thế giờ mình mới ngoan 🙂,1
thằng dăm này phải cho vào tù nó mới biết thế nào là dâm rê,-1
per cú này hoành tráng hơn bệnh nhân của anh luôn nè,1
cái này đẹp tía,1
nào tao cũng phải thử =)))),1
ngu thì chết . chẳng biết nó nghĩ sao mà lao vô cướp ngân hàng ... có thằng nào thoát bao giờ đâu . không biết nó có hiểu không 😅😅😅,-1
này 2 đứa . đã chia tay chưa . chia tay rồi có xem lại video này không .,0
cho hết vào trường giáo dưỡng,0
cao su không thu mà đồi cao su đắt vậy,0
per gặp thần tượng mỗi ngày kkk,1
lâu lắm không nghe bài này .. có bà bạn bình luận dạo mới nghe lại ??,0
con mèo mặt lol dám đập con thỏ của tao sao 😡😡😡. dkm mày,-1
sau nay em cung uoc duoc nhu vay ❤,1
ngộ nghĩnh nhỉ ! lạ lờ nhỉ !,1
một năm đầy biến động và thăng trầm của nước pháp ☹️,-1
dm gì cũng bắt phải làm   phí thu vãi thì chả top1 :))) nhân với chả viên,-1
per :)) hiểu được nỗi lòng anh chưa ! mốt đừng giận anh nhiều nữa nha,1
việt nam có hệ thống bật tường sắt như nước ngoài luôn à :v,1
nhìn mặt con mèo là thấy ghét rồi,-1
phận làm con trai haizz,-1
chơi ngu vừa thôi mày,-1
thiết kế vậy tiện . nào hư của xe thì lấy của quạt gắn vào đỡ mất tiền thay,0
biết bao khó khăn mới được vậy,0
3 giờ sáng nằm xem xong khóc miên man 😢😢,-1
em mình là con trai viết đẹp y chang thế này nhé,1
hóa chó nhiều quá thì cũng có lúc phải hóa thành người chứ =)))),0
dm con già mà hành xử trâu chó . đời nó sẽ gặp báo ứng,-1
per má có điểm cho sướng vãi,1
cảm ơn những người thả 😡 nên mình biết là đéo hay nên mình đéo xem . may vãi,1
đề này cũng bình thường mà đâu có khó,0
mắc dại thiệt chứ,-1
kém sang,-1
thanh xuân là để bỏ lỡ 😔,-1
tẩy được bao nhiêu mà hô hào gớm thế,0
công khai biết sai sao vẫn làm .,0
năm ngoái nhìn rồi năm nay ở nhà xem lại phim ác quỷ valak the nun .😄😄,1
đẹp trai v :((((,1
chủ quá vô tâm ?? thà đừng có nuôi   nhà tôi nuôi chó cỏ thôi nhưng vẫn tim thuốc định kì đấy ??,-1
do kiếp trước mày nghiệp nhiều quá lên giờ phải trả thôi,-1
có tâm mới có tầm haha,1
lấy tiền tỷ mat phạt có 5tr thôi á ?,1
per nghe lại buồn vãi,-1
năm nay chạnh lòng quá . haizz,-1
mình theo dõi mấy nick quân nhân   tập trận   pccc ... hay vãi luôn á .,1
ám ảnh đến bây giờ 24 tuổi vẫn sợ ngỗng :))),-1
thao trường đổ mồ hôi để chiến trường đỡ đổ máu   ý thức từ bé đi 🙂,0
và mấy mẹ thấy mỗi cái chi tiết : ông vũ khuyên bà thảo lui về sau . chăm lo cho gia đình .    là gào mồm lên   kêu đàn ông gia trưởng này nọ   vũ phu   bảo thủ nọ kia .... đúng là toàn mấy con bò ... chả ai hiểu bà thảo bằng ông vũ cả đâu   người ta khuyên vợ lui về vì thừa biết tính vợ   tầm nhìn của vợ đến đâu . còn thực vợ giỏi   có tầm thì chả thằng nào không muốn sát cánh   đồng lòng với người chăn gối   tay ấp cùng mình cả . vấn đề là cái tầm của bà thảo để mà đưa tn đi lên chỉ có vậy   vì đó là tâm trí của một con buôn .,-1
ba cái đồ yêu   1 ngày 2 lần nấu đây   ngon bá cháy bọ chét nhé   thơm mùi khói nữa …,1
nó sẵn sàng kiếm cớ bỏ người đang quen để theo người có tiền nhiều hơn,-1
tại ông bố bảo thủ hết,0
trung thi thì liên quan mẹ gì đến việc có gấu   tao thà ngồi nhà cho khỏe để xem mấy thằng đó dắt vợ của thằng khác đi chơi !!,-1
:))) đồng nghiệp đáng yêu,1
chuẩn không cần chỉnh chỉ cần sửa thôi ...,1
chuẩn lun,1
dume hẩy kiểu đó làm sao mấy bà kia ăn dô nữa 🙂,-1
crush của tao cười hơi bị xinh :3 xinh + cười = đỗ mãi • 3 •,1
trông mấy anh bên người ta vẫn men nhỉ   bên mình bạn nam dưới nhìn hơi íu đúi .,-1
woa ... dài dữ ..😃😃,1
đừng ai lấy cả hộp kẹp của anh ý nhé :(((,-1
lại mất tiền ngu,-1
có người còn thả haha não gì ấy nhỉ . gạch đá xin nhận,0
sau vụ 200k thì vụ 5tr này có nội dung hài hước y hịt :)))),1
sang năm khênh hẳn giường ra nằm xem cho đỡ mỏi lưng,0
má chắc gặp tao chạy mất giày,-1
thế chân ngắn như tao thì phải làm sao với cái cầu,-1
phim rất ư là hay lun quả xứng đáng là đạo diễn phim việt nam tài ba,1
mẹ mấy tk chê này chê nọ thử chạy 5 vòng sân bóng đá đi đã rồi hãy phán người khác .,-1
thằng biến thái,-1
ra xã hội rồi mới biết mình còn may mắn hơn rất nhiều người vậy nên hãy trân trọng những gì mình có 😊,1
đéo thấy vui đến lúc nó dừng xe đạp nó vả cho vỡ mõm lại hỏi tại sao 😌,-1
đầu năm chúc đại kỷ nguyên vạn sự như ý nhé,1
hồi nhỏ chỉ khi nào mẹ làm bánh tai yến thì mới dùng tới bếp dầu hôi này   không là bỏ tủ để dành,0
khi bạn ngu tất cả các lĩnh vực như toán học văn học nhưng vẫn cố tỏ ra nguy hiểm,-1
tự nhiên mình lại không muốn làm single mum nữa -.-,-1
quan trọng là đồng nghiệp tốt và sếp,0
không có gì là tồn tại mãi nhỉ,-1
đau lòng lắm khi tối nay chồng tương lai của tao lại cống hiến sức lực để chăm sóc vợ thằng khác ..,-1
nhiều cụ cứ chửi người ta mà không chịu xem lại bản thân mình :)),-1
đi hành xác chẳng có cái vẹo gì :))) tao đi 1 lần tao cạch,-1
chưa hoàn thiện hết đâu .,0
các bạn đã xuất sắc hoàn thành nhiệm vụ,1
chạy xe ra đường mà che kín mặt   làm sao mà quan sát xung quanh được . đúng là ninja xành điệu   mai mốt thành ninja bàn thờ cho mà xem .,-1
per mỗi ngày đi làm thấy per là như có thêm power cho 1 ngày siêng năng !!!!,1
con gái thật lòng nhất khi con trai không có gì . con trai thật lòng nhất khi anh ta có tất cả mọi thứ . cuộc sống mà 🙄 có chắc mình thấy gái xinh là không tớn lên không mà đòi con người ta không mê tiền . phát biểu nghe thực dụng vãi,-1
dume lương cao nhất vẫn là các lãnh đạo nhé   trăm đến nghìn tỷ :))) mà toàn chạy thêm xe ôm với bán rau :)))),-1
cuối cùng tao cũng được xem hết mấy cái video mà trước đọc comt đéo hiểu gì 🤣🤣,1
cái phim vietsub đang hay lồng tiếng vào nghe dị ứng thật 😒😒,-1
nắng quá chứ bộ ai muốn,0
sau vụ này ý thức đậu đỗ xe của tài xế sẽ tốt hơn rất nhiều !,0
hôm ấy tao chân ướt chân ráo từ quận 6 lên quận 3 cũng rẽ trái đoạn ntmk và cmt8 . mất 3 lít :( khôn hẳn ra,-1
nổii da gà hic,-1
tìm mọi lí do để có thể chạy xe ngang nhà nhìn nhà nó phát xong cười mãn nguyện đi về :)),1
nguy hiểm lắm,-1
ông này chính xa ́ c làm biến nhất thế giới !!! để bộ móng tay như thế này sao làm được mọi viê ̣ c !,-1
tính ra tao lúc nào cũng hài hước vui vẻ luôn đó trời :)))),1
cũng tùy   đôi khi không cần vật chất mà chỉ cần động viên   san sẽ những khi con mình vấp ngã hay khó khăn trong cuộc sống thì ...,-1
cảm thấy bị tổn thương,-1
eo ....,-1
sởn gai ốc với chị ấy,-1
haha con hãm bán nước hoa fake mà kêu real   bị tao vạch mặt rồi block tao,0
hóng mấy đứa mấy thằng tag người yêu rồi ảo tưởng như thế này xd,-1
còn tôi thì lại khác   thanh xuân của tôi chả có bây giờ gặp được aiii và hạnh phúc bền lâu cả :(,-1
càng nhìn tấm ảnh càng thấy thương cha mẹ nhiều hơn,0
ám ảnh hồi bé của c   con này trông nhà oke hơn cả chó luôn,-1
cai lo xô tôi đang xài mỗi ngày,0
hình như xe biển xanh,0
lớp tao thì học nhau 3 năm chụp kỉ yếu nói : đéo có tiền đi chụp . địt mẹ mấy con mặt lồn . quá đen khi học còn mấy con đấy,-1
trời ơi quảng cáo ngói mà sống động quá,1
hy vọng chừng đó con đã đi mẫu giáo lớn   1 xe bảy chổ và nhà hai tấm 🤣,1
per đừng lầm tưởng,0
bưởi chín nó như vậy đấy ngu ạ,-1
không sao đâu :) bệnh này lây qua đường tình bạn,0
1 bạt tai 2 đạp chứ ở đó bướng,-1
súc vật là có thật .😏,-1
anh vui thì anh ngồi thôi ... chú cự để mặc anh . :v,1
phim này nên xem và thuộc mấy đoạn thoại   rất hay,1
vn là vậy . bn công chăm sóc của tao đổ sông đổ biển .,-1
thế em ăn anh được không ?,0
như kiểu người yêu luôn ấy =))) nhẹ nhàng,1
per cđ chỉ cần đơn giản như thế đã ấm lòng thế ... rơi cả nói chuyện mắt ...,1
chỉ mong cảnh này sẽ không còn xãy ra ở xã hội này nữa . bất hạnh vậy đủ rồi 😞🙁,-1
đúng phải chia tay gặp loại óc chó thế này cơ mà,-1
xạo quá add ơi ! y tế nào lương 24tr thế ?,-1
tao thì chưa cắt thì đã đéo có sức hút rồi cắt   bùn vãi,-1
per đâ ́ y   hiê ̉ u vi ̀ sao nên cha ̀ o mo ̣ i ngươ ̀ i chưa,1
khó hiểu lắm,0
ước gì tôi cũng được kiên trì như anh ấy để dạy con gào mất nết nhà tôi 😪,-1
con này ăn cức mà lớn hay sao ấy . đánh không lại thì chạy ngu như bò đứng cho tụi nó đánh,-1
khi nào có người mang trầu cau sang hỏi cưới thì tao kết hôn . hỏi thừa thế 😒,-1
cho em canh với . hehe,1
vừa về xong   phải nói là đông vãi đông chứ không phải đông bình thường =)))),1
trên đời vẫn còn nhiều điều tốt đẹp ❤️,1
chắc học từ bỏ quá,-1
mẹ thấy đơn giản không ? đấy giờ chỉ việc lên số cái .... lên ...☝️☝️,1
và thế những thanh niên ô dâm vào bình luận về cô giáo mình như đúng rồi . nhân cách mất mẹ nó rồi,-1
per tôi có 1 thằng bạn lúc nào cũng chỉ lo dìm hàng chiều cao của tôi thôi .,-1
yêu làm mẹ gì rồi phải chia tay người ơi,-1
cô per vợ ông per - trung nguyên - có phải là cô giáo per huyền thoại không nhỉ ?,0
chỉ sợ tốc độ ăn của dân mình thì không kịp gây hại thôi,0
phạt là đúng rồi,-1
cần có cơ quan chức năng tới để làm rõ vụ việc với ngư dân đã bắt nó,0
ai bảo đi mách lẻo làm gì chúng nó chả đánh cho .,-1
chúc mừng em và chúc em học tập tốt ngành học đã chọn ! niềm tự hào của tây bắc !,1
t nghĩ thợ chụp đéo có tâm bằng thợ make đăng và thợ photoshop đâu,-1
nói dân trí thấp lại tự ái   hỏi nhiều hỏng nhiệm vụ nó lại quy tội chống người thi hành công vụ thì ăn lồn,-1
